Rozmiar macierzy: 224, Rozmiar bloku: 8, Liczba obliczanych macierzy: 1, Wersja kodu: 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",101005026,279671,28,28,1,8,8,1,13,548,0,,,0,0,0,704,0,0,0,0,0,1408,39424,0,39424,0,39424,0,70599
"Memcpy HtoD [async]",101161199,46884,,,,,,,,,,200704,4280863407,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",101208275,92296,,,,,,,,,,200704,2174568778,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",101300795,197744,,,,,,,,,,200704,1014968848,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",101337790,275831,28,28,1,8,8,1,13,548,0,,,0,0,0,704,0,0,0,0,0,1408,39424,0,39424,0,39424,0,70361
"Memcpy HtoD [async]",101501323,50885,,,,,,,,,,200704,3944266483,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",101552464,80934,,,,,,,,,,200704,2479847777,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",101633622,204850,,,,,,,,,,200704,979760800,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",101677594,282520,28,28,1,8,8,1,13,548,0,,,0,0,0,704,0,0,0,0,0,1408,39424,0,39424,0,39424,0,71254
"Memcpy HtoD [async]",101840296,52932,,,,,,,,,,200704,3791732789,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",101893484,83719,,,,,,,,,,200704,2397353050,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",101977427,200081,,,,,,,,,,200704,1003113738,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",102014998,282744,28,28,1,8,8,1,13,548,0,,,0,0,0,704,0,0,0,0,0,1408,39424,0,39424,0,39424,0,71855
"Memcpy HtoD [async]",102179332,57253,,,,,,,,,,200704,3505563027,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",102236809,88231,,,,,,,,,,200704,2274756038,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",102325264,190352,,,,,,,,,,200704,1054383458,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",102353683,276599,28,28,1,8,8,1,13,548,0,,,0,0,0,704,0,0,0,0,0,1408,39424,0,39424,0,39424,0,70621
"Memcpy HtoD [async]",102517249,58052,,,,,,,,,,200704,3457314132,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",102575525,88584,,,,,,,,,,200704,2265691321,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",102664333,189232,,,,,,,,,,200704,1060623995,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",102691567,285464,28,28,1,8,8,1,13,548,0,,,0,0,0,704,0,0,0,0,0,1408,39424,0,39424,0,39424,0,72120
"Memcpy HtoD [async]",102855325,60325,,,,,,,,,,200704,3327045171,,,,,,,,,,,,,,,,,
"Memcpy HtoD [async]",102915874,90952,,,,,,,,,,200704,2206702436,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",103029164,277591,28,28,1,8,8,1,13,548,0,,,0,0,0,704,0,0,0,0,0,1408,39424,0,39424,0,39424,0,70752
"Memcpy DtoH [async]",103192409,40164,,,,,,,,,,200704,4997111841,,,,,,,,,,,,,,,,,
"Memcpy DtoH [async]",103233437,79430,,,,,,,,,,200704,2526803474,,,,,,,,,,,,,,,,,
"Memcpy DtoH [async]",103313923,216723,,,,,,,,,,200704,926085371,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",103370696,273591,28,28,1,8,8,1,13,548,0,,,0,0,0,704,0,0,0,0,0,1408,39424,0,39424,0,39424,0,72022
"Memcpy DtoH [async]",103533238,39683,,,,,,,,,,200704,5057682130,,,,,,,,,,,,,,,,,
"Memcpy DtoH [async]",103573945,73350,,,,,,,,,,200704,2736250852,,,,,,,,,,,,,,,,,
"Memcpy DtoH [async]",103648255,219987,,,,,,,,,,200704,912344820,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",103707716,275096,28,28,1,8,8,1,13,548,0,,,0,0,0,704,0,0,0,0,0,1408,39424,0,39424,0,39424,0,70892
"Memcpy DtoH [async]",103870706,41124,,,,,,,,,,200704,4880459099,,,,,,,,,,,,,,,,,
"Memcpy DtoH [async]",103912758,70150,,,,,,,,,,200704,2861069137,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=8>(float*, float*, float*, int, int)",103995677,270966,28,28,1,8,8,1,13,548,0,,,0,0,0,704,0,0,0,0,0,1408,39424,0,39424,0,39424,0,69904
"Memcpy DtoH [async]",104160330,39684,,,,,,,,,,200704,5057554681,,,,,,,,,,,,,,,,,
"Memcpy DtoH [async]",104276852,40100,,,,,,,,,,200704,5005087281,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rozmiar macierzy: 224, Rozmiar bloku: 16, Liczba obliczanych macierzy: 1, Wersja kodu: 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec),gst request,gst total,gst 64B,gst 32B,local load,local store,gld 128B,gld 64B,gst uncoalesced,gst coalesced,gld total,gst 128B,gld 32B,gld request,gld coalesced,gld uncoalesced,warp serialize
"Memcpy HtoD [sync]",92520108,45220,,,,,,,,,,200704,4438390092,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",92745087,43172,,,,,,,,,,200704,4648939127,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=16>(float*, float*, float*, int, int)",92791715,156654,14,14,1,16,16,1,13,2084,0,,,0,0,352,0,0,0,0,9856,0,1408,9856,0,0,0,9856,0,0
"Memcpy DtoH [sync]",92950257,39651,,,,,,,,,,200704,5061763889,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rozmiar macierzy: 224, Rozmiar bloku: 16, Liczba obliczanych macierzy: 5, Wersja kodu: 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec),gst request,gst total,gst 64B,gst 32B,local load,local store,gld 128B,gld 64B,gst uncoalesced,gst coalesced,gld total,gst 128B,gld 32B,gld request,gld coalesced,gld uncoalesced,warp serialize
"Memcpy HtoD [sync]",102748022,46084,,,,,,,,,,200704,4355177501,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",102971017,44996,,,,,,,,,,200704,4460485376,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=16>(float*, float*, float*, int, int)",103019437,155341,14,14,1,16,16,1,13,2084,0,,,0,0,352,0,0,0,0,9856,0,1408,9856,0,0,0,9856,0,0
"Memcpy DtoH [sync]",103176603,39331,,,,,,,,,,200704,5102946784,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",103480788,39684,,,,,,,,,,200704,5057554681,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",103678021,40195,,,,,,,,,,200704,4993257867,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=16>(float*, float*, float*, int, int)",103721673,144652,14,14,1,16,16,1,13,2084,0,,,0,0,352,0,0,0,0,9856,0,1408,9856,0,0,0,9856,0,0
"Memcpy DtoH [sync]",103868149,39460,,,,,,,,,,200704,5086264571,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",104169135,39683,,,,,,,,,,200704,5057682130,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",104358111,40195,,,,,,,,,,200704,4993257867,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=16>(float*, float*, float*, int, int)",104401762,145421,14,14,1,16,16,1,13,2084,0,,,0,0,352,0,0,0,0,9856,0,1408,9856,0,0,0,9856,0,0
"Memcpy DtoH [sync]",104548975,37027,,,,,,,,,,200704,5420476949,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",104837863,40196,,,,,,,,,,200704,4993133645,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",105038744,40772,,,,,,,,,,200704,4922593937,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=16>(float*, float*, float*, int, int)",105082972,148205,14,14,1,16,16,1,13,2084,0,,,0,0,352,0,0,0,0,9856,0,1408,9856,0,0,0,9856,0,0
"Memcpy DtoH [sync]",105233001,37027,,,,,,,,,,200704,5420476949,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",105515041,40131,,,,,,,,,,200704,5001221001,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",105703025,39619,,,,,,,,,,200704,5065852242,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=16>(float*, float*, float*, int, int)",105746100,148557,14,14,1,16,16,1,13,2084,0,,,0,0,352,0,0,0,0,9856,0,1408,9856,0,0,0,9856,0,0
"Memcpy DtoH [sync]",105896513,37027,,,,,,,,,,200704,5420476949,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rozmiar macierzy: 224, Rozmiar bloku: 16, Liczba obliczanych macierzy: 10, Wersja kodu: 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec),gst request,gst total,gst 64B,gst 32B,local load,local store,gld 128B,gld 64B,gst uncoalesced,gst coalesced,gld total,gst 128B,gld 32B,gld request,gld coalesced,gld uncoalesced,warp serialize
"Memcpy HtoD [sync]",99683381,44964,,,,,,,,,,200704,4463659816,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",99905992,42884,,,,,,,,,,200704,4680160432,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=16>(float*, float*, float*, int, int)",99952364,156845,14,14,1,16,16,1,13,2084,0,,,0,0,352,0,0,0,0,9856,0,1408,9856,0,0,0,9856,0,0
"Memcpy DtoH [sync]",100111034,39651,,,,,,,,,,200704,5061763889,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",100394225,39716,,,,,,,,,,200704,5053479705,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",100593250,40196,,,,,,,,,,200704,4993133645,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=16>(float*, float*, float*, int, int)",100636870,146892,14,14,1,16,16,1,13,2084,0,,,0,0,352,0,0,0,0,9856,0,1408,9856,0,0,0,9856,0,0
"Memcpy DtoH [sync]",100785586,39460,,,,,,,,,,200704,5086264571,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",101071691,39651,,,,,,,,,,200704,5061763889,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",101256090,40228,,,,,,,,,,200704,4989161777,,,,,,,,,,,,,,,,,
"void matrixMulCUDA<int=16>(float*, float*, float*, int, int)",101299838,143660,14,14,1,16,16,1,13,2084,0,,,0,0,352,0,0,0,0,9856,0,1408,9856,0,0,0,9856,0,0
"Memcpy DtoH [sync]",101445322,37027,,,,,,,,,,200704,5420476949,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",101713057,40163,,,,,,,,,,200704,4997236262,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",101911570,40771,,,,,,,,,,200704,4922714674,,,,,,,,,,,,,,,,,
